id_shortcode,text,topic,label
CqvJFbpvt7V,"Percuma @*** dapat berbagai macam penghargaan, kalau #bni masih terus danai batu bara penyebab krisis iklim. 

#BNIStopDanaiBencana
#BNIStopDanaiBatuBara 
#KrisisIklim",Climate change,NEGATIVE
CpK50QCpX6m,"Olah Sampah Makanan Jadi Kompos, Atasi Emisi GRK secara Mandiri

Wanaloka.com – Hampir setiap aktivitas manusia menghasilkan sampah. Masalah sampah yang tidak bisa diselesaikan dengan baik akan menimbulkan masalah, baik terhadap aspek kesehatan maupun lingkungan. Masalah sampah semakin serius seiring pertambahan jumlah penduduk.

Terutama sampah makanan yang setiap orang dan setiap rumah tangga menghasilkan setiap hari. Bahkan dunia menyoroti sampah makanan di Indonesia yang nilainya mencapai Rp330 triliun.
BACA SELENGKAPNYA DI:
***URL***

#emisigasrumahkaca
#compostday
#sampahmakanan
#sampahorganik
#kompos",Waste,NEGATIVE
CvHN_uFrt0i,"⚠️ Dampak polusi udara bagi Ibu hamil ⚠️

Ternyata sebahaya itu dampak kualitas udara yang tidak sehat untuk kelompok sensitif! Kali ini kita bahas khusus ibu hamil, slide sampai habis ya~

Perlu diingat, bahwa ibu hamil disarankan perbanyak istirahat, pantau kandungan, makan asupan bergizi, dan jaga kondisi fisik emosional. Lalu jangan segan minta bantuan keluarga/kerabat jika diperlukan, baca juga anjuran lainnya di slide 8!

#nafasidn #itubukankabut #samasamabelajar #polusiudara #airpollution #blueskies #airquality #langitjakarta #polusiudara #polusijakarta #dampakpolusi #ibuhamil",Pollution,NEGATIVE
CtZa9OKvFSF,"Daya adaptasi nasional patut ditingkatkan dalam menghadapi perubahan iklim. Berbagai ancaman terhadap lingkungan, produktivitas pangan, kesehatan hingga ekonomi akibat kenaikan suhu bumi mesti menjadi perhatian bersama.

Ragam ancaman tersebut jangan sampai mengganggu secara signifikan proses pembangunan nasional yang sedang berjalan.

Maka, selain meningkatkan kemampuan adaptif atas berbagai dampak perubahan iklim, kita tingkatkan juga kesadaran untuk menjaga dan melestarikan lingkungan hidup.

#lestarimoerdijat #mprri #dprri
#perubahaniklim #dayaadaptasi #kemampuanadaptif #pembangunannasional #lingkunganhidup #jagalingkungan #lestarikanlingkungan #pedulilingkungan #indonesia #iklim #jagalingkunganhidup #sahabatlestari #mbakrerie",Climate change,POSITIVE
Co7FoQQpqwl,"“Makanannya diabisin, kalo nggak, nanti nasinya nangis!”

Siapa sangka kalo kalimat sederhana tersebut bisa punya dampak yang sejatinya bermanfaat bagi keberlangsungan umat manusia? 🤯

Yuk, mulai membiasakan diri untuk tidak menyia-nyiakan makanan yang kita punya ❤️

#CXOMedia #harisampahnasional #harisampahnasional2023 #foodwaste #sampahmakanan",Waste,POSITIVE
CdsN1o9L_uS,"#SahabatBahari Pernah mendengar berita tentang tumpahan minyak di laut beberapa waktu yang lalu? Sebenarnya apakah yang dimaksud tumpahan minyak di laut dan bagaimana penangananya? Lebih jelasnya dapat klik tautan di link: ***URL*** atau tautan di bio

#Tumpahanminyak #Pencemaran #KKPgoid #KKPAccelerate #DJPRL #Bijakmengelolalaut #BerAKHLAK #MenteriKKP #Saktiwahyutrenggono",Pollution,NEUTRAL
Ct8VckBSU4o,"🌱 [ 𝗟𝗛 𝗧𝗔𝗟𝗞𝗦 ] 🌱

Hi, FISian!

Mengulik bagaimana Peran Anak Muda dalam Pencegahan Krisis Iklim 

Halo Sobat Lingkungan! 🌏
Pada saat ini bumi kita sedang mengalami krisis iklim dimana iklim terus-menerus berubah. Lantas bagaimanakah peran anak muda dalam pencegahan krisis iklim? Kemudian apa saja yang perlu kita persiapkan untuk menyelamatkan sesama? 

Dapatkan jawabannya pada LH Talks yang akan diselenggarakan pada :

🗓️ : Kamis, 29 Juni 2023
🕛 : Pukul 19.30 WIB
💻 : Live on Instagram @***

Pembicara:
1. Annisa Zahra (Enviroment Enthusiast - University of Glasgow)

Moderator:
2. Thika Nur Rahmadhanni (Wakil Kepala Departemen Lingkungan Hidup) 

Don't forget to join!
➖➖➖➖➖➖➖➖➖➖
📱 Narahubung :
(085811226671) Arini Afidatul 
(0895-3920-49105) Thika Nur Rahmadhanni

#KrisisIklim
#Climatecrisis
#KabinetArusKolektif
#BEMFISUNJ2023
➖➖➖➖➖➖➖➖➖➖
©️ Departemen Lingkungan Hidup BEM FIS UNJ 2023

diteruskan oleh

©️ KOMINFO BEM FIS UNJ 2023",Climate change,NEGATIVE
CFKBhk-pMxA,"– “Kita harus selalu bergandengan tangan, bersama-sama bahu-membahu untuk menyelamatkan atau perbaikan lingkungan,” Kata-kata itu diucapkan Wakil Menteri Lingkungan Hidup dan Kehutanan (LHK) Alue Dohong. Karena itu, Peran masyarakat dalam pengelolaan hutan, khususnya dalam rehabilitasi  DAS harus didorong agar lebih optimal. Masyarakat tidak boleh hanya dijadikan sebagai obyek, namun harus menjadi subyek.  Khusunya dalam urun daya atau crowdsourcing bersama... selengkapnya di Klikhijau.com dengan judul: Saatnya Pengusaha Memilik Tanggung Jawab Moral Terhadap Perbaikan Lingkungan ***URL***

#klikhijau2020 #klikhijau #beritalingkungan #das #penyelamatanlingkungan #perbaikanlingkungan #rehabilitasidas #cintailingkungan",Environment,POSITIVE
CtBvByVP-Wo,"Ketersediaan energi surya yang melimpah di Indonesia, namun belum dimanfaatkan dengan optimal.

Saatnya anda ambil bagian dalam mengoptimalkan Panel Surya sebagai sumber energi terbarukan untuk mengurangi emisi karbon.

Konsultasikan pemasangan Panel Surya yang berkualitas dan bergaransi untuk hunian & lokasi kerja anda bersama Ananta Energy. 

Silakan klik link di bio kami untuk info lebih lanjut.

#solarpanel #solarpanelindonesia #panelsurya #panelsuryaindonesia #tipshematlistrik #energiterbarukan #energiindonesia",Energy,POSITIVE
Cthuu3RSLp8,"(Kamis, 15 Juni 2023) Dinas lingkungan hidup memperingati Hari Lingkungan Hidup Sedunia dengan acara Talk show yang bertempat di Bale Yudistira, Yang dihadiri langsung oleh bapak Sekretaris Daerah Kabupaten Purwakarta mewakili Bupati Purwakarta dan dihadiri juga Kepala Dinas Lingkungan Hidup Provinsi Jawa barat sebagai salah satu narasumber di acara Talk show,Tujuan dari Hari Lingkungan Hidup Sedunia adalah untuk meningkatkan kesadaran dan menggerakkan tindakan global dalam melindungi dan melestarikan lingkungan hidup. Setiap tahun, tema tertentu ditetapkan untuk menyoroti isu-isu lingkungan yang mendesak. Tema ini dapat berkisar dari perlindungan hutan, pengurangan emisi gas rumah kaca, pengurangan limbah plastik, keanekaragaman hayati, atau isu-isu lingkungan lainnya.

#dlh #harilingkunganhidupsedunia #dlhjabar",Environment,POSITIVE
CsDJ1lqv2kn,"""Alam mengajarkan kita untuk selalu menerima kelebihan dan kekurangan tanpa mengharapkan balasan. Apa yg kita tabur di alam itulah yg akan kita tuai."" MinPro

Para relawan dan komunitas Enzyme Bali melakukan giat Panen raya  4 ton Eco Enzyme dan Panen Padi Eco Enzyme pada Minggu , 7 Mei  2023 
Dari pukul 09:00AM Wita – sampai selesai di Suly Resort Ubud. 

Dalam kegiatan tersebut kami gotong royong memanen eco enzyme yg telah berusia 3 bulan. Karena kekurangan SDM relawan saat itu kegiatan panen belum bisa diselesaikan saat itu dan dilanjutkan di kesempatan berikutnya. 

Selanjutnya juga dilakukan panen padi organik di sawah yang telah rutin disemprot eco enzyme dan hasilnya padi menjadi lebih berat dan lebih alami dibandingkan dengan bahan kimia. Di akhir sesi kita diskusi tentang pertanian organik dan berencana untuk menyebarkan kabar baik ini. 

Terimakasih kepada semua pihak yg terlibat dalam kegiatan ini. 

Salam Pengabdian🇲🇨

#ecoenzyme #organik #panen
#socialprojectbali #environtmentday #enzymebali #komunitasbali
#lingkungan #indonesia #lingkunganhidup #zerowaste #pedulilingkungan #sampah #environment #sampahplastik #sayapilihbumi #ramahlingkungan  #pendidikan #worldcleanupday #k #cintalingkungan #haribumi #hutan #asri #repost #bhfyp #daurulang #fff #lfl #saveearth  #bhfyp",Waste,POSITIVE
CvHZo4yyLdf,"Kualitas udara di DKI Jakarta memburuk dalam beberapa waktu terakhir. Saat ini, kadar kualitas udaranya pun sudah termasuk lingkup yang ""tidak sehat"".

Pantes aja, warga Jakarta ga bosen bosen main ke Puncak atau pun Bandung di akhir pekan, demi mendapatkan udara segar sekaligus healing dari penat nya Ibu Kota🍃

Kalau di kota kalian termasuk yang masih asri ga udaranya?

#polusiudara #polusijakarta",Pollution,NEGATIVE
CqUGp3WSl7k,"Halo Sobat TMC, ayo kita lanjutkan pembahasan tentang jenis-jenis pembangkit listrik. Jenis pembangkit listrik yang akan kita bahas hari ini adalah Pembangkit Listrik Tenaga Diesel.

Jenis pembangkit listrik yang satu ini memang tidak banyak dikenal lantaran sudah jarang digunakan untuk menghasilkan energi listrik. Pasalnya, pembangkit listrik tenaga diesel (PLTD) ini menghabiskan biaya operasional yang cukup tinggi dan tidak ramah lingkungan.

Pembangkit listrik tenaga diesel membutuhkan bahan bakar solar untuk menggerakkan turbin. Padahal, bahan bakar solar merupakan bahan bakar yang tidak dapat diperbarui serta cukup membutuhkan biaya yang tinggi.

Setelah mampu bergerak menggunakan bahan bakar solar, maka mesin diesel akan memproduksi energi mekanis untuk menggerakkan turbin generator hingga menghasilkan daya listrik.
.
.

Sumber: ***URL***

.
.
#pembangkitlistrik #powerplant #riskmanagement #manajemenrisiko #tenagadiesel #pltd #renewableenergy",Energy,NEGATIVE
Ctsra9BrLhi,"Pencemaran udara tidak hanya menimbulkan masalah lingkungan tetapi juga masalah kesehatan, termasuk memicu penyakit asma dan infeksi saluran pernapasan. Oleh karena itu, perlu dilakukan tindakan preventif untuk menjaga kesehatan, seperti penggunaan masker dan pola hidup sehat.

Polusi udara adalah masalah serius yang dapat membahayakan kesehatan manusia. Berikut adalah lima cara untuk mengurangi dampak polusi udara yang membahayakan kesehatan:

Gunakan Masker dengan penyaring partikel polusi

Saat SOCers berada di luar ruangan dan terpapar polusi udara yang tinggi, menggunakan masker udara dapat membantu melindungi saluran pernapasan.

Hindari aktivitas di luar saat polusi Udara tinggi

Coba periksa indeks kualitas udara setempat sebelum SOCers keluar rumah.

Perbanyak tanaman di lingkungan

Tanaman dapat membantu mengurangi polusi udara dengan menyerap sejumlah kecil polutan dan menghasilkan oksigen.

Kurangi penggunaan kendaraan bermotor

Kendaraan bermotor adalah sumber utama polusi udara di banyak daerah perkotaan.

Dukung kebijakan lingkungan

Dukung kebijakan dan langkah-langkah pemerintah yang bertujuan untuk mengurangi polusi udara. Ini dapat mencakup peningkatan standar emisi industri, promosi energi terbarukan, dan pengembangan transportasi ramah lingkungan.

Penting untuk diingat bahwa mengurangi dampak polusi udara membutuhkan upaya kolektif dari masyarakat, pemerintah, dan industri.

...

Berita selengkapnya di SOCLyfe.com atau silahkan klik di bio

Follow juga akun SOCLyfe.com lainnya:
Twitter @‌soclyfecom
TikTok @‌soclyfecom
Facebook SOCLyfe.com
#berita #soclyfe #Cara  #PolusiUdara #Polusi #Kesehatan",Pollution,POSITIVE
CtQtqi1vegZ,"Sahabat Air Bersih! 💧

Wakil presiden kita aja ngakuin kalau air itu kebutuhan dasar dalam kehidupan, masa kita masi anggap remeh?🥹 😭

Nih sumbernya: ***URL***

#airbersih #aksesairbersih #air #airlancar #krisis #krisisair #airkami #pencemaran #tercemar #climate #bencana #saveindonesia #pipanisasi #pipa #infoterkini #jagaair #untukkita #ibukota #jakarta #indonesia",Environment,NEGATIVE
CsAofnxPpr1,"Pandawara adalah salah satu contoh yang dapat kita tiru dalam membangun kebersihan lingkungan. Mereka berawal dari keresahan dan kesadaran bahwa sampah yang menumpuk akibat membuang sampah sembarangan akan berimbas pada lingkungan sekitar. Jadi, apakah kita megharapkan kerja Pandawara atau kita sendiri harus sadar dan resah terhadap kondisi lingkungan sekitar ?✨

_________
Pandawara is one example that we can emulate in building a clean environment. They started with a concern and realization that the accumulation of garbage due to littering will affect the surrounding environment. will affect the surrounding environment. So, do we expect Pandawara's work or do we ourselves have to be aware and concerned about the condition of the environment? should be aware and concerned about the condition of the surrounding environment?✨

#lingkungan #lingkunganhidup #lingkunganbersih #pedulilingkunagan
#cintalingkungan #pecintalingkungan #jagalingkungan #jagalingkungankita
#jagakebersihan #jagakebersihanlingkungan #keinastandbyearth #pandawara",Environment,NEGATIVE
CumRTLcLpym,"Wahhh, Kita MEMECAHKAN REKOR nih! TAPI, kok sedih yaa... 😭

Soalnya rekor yang pecah bukan prestasi ya Soulmates, tapi SUHU BUMI yang makin PANAS! 

Baca rangkuman beritanya di atas ya! Oiya, jangan lupa share ke teman & keluarga kamu, biar makin banyak yang AWARE tentang Global Warming & Climate Change 🌏

Menurut kamu, apa nih yang bisa kita lakukan buat mencegah pemanasan global? Komen di bawah ya... 🤗

#soulforearth #soul4earth #soulmates #globalwarming #pemanasanglobal #climatechange #perubahaniklim #heatwave #gelombangpanas",Climate change,NEUTRAL
CvrYi56OwI9,"Indonesia masih sangat bergantung kepada penggunaan energi fosil yakni sebanyak hampir 90 % dari total sumber energi. Batubara, 37 %, diikuti Minyak dan Gas dengan total 50 %. Sungguh mengkhawatirkan, dimana masih sangat minimnya pemanfaatan energi terbarukan, terutamanya energi matahari, energi yang dapat dihasilkan sepanjang hari, sepanjang tahun.

#teramultienergi #panelsurya #energy #energiterbarukan #listrikhemat #solar #solarsystem #solarenergy #solarpower #solarpv #solarpanels #surya",Energy,NEGATIVE
CsAaOZjSkMp,"Hallo sobat bumi 👋
KALIAN TAU GA ??

Setiap kecilnya tindakan kita dapat membuat perbedaan besar dalam melawan perubahan iklim. Mulailah dari diri sendiri dengan mengurangi emisi karbon dan memilih gaya hidup yang lebih ramah lingkungan

#sustainabilitystartswithyou #indonesiabebassampah #reuse #reduce #recycle #pemanasanglobal",Climate change,POSITIVE
CteX_yIx7Kb,"Selamat hari lingkungan sedunia sobat Tera🌿❤️‍🩹

Dalam rangka memperingati hari lingkungan sedunia, kegiatan positif apa yang sudah sobat Tera lakukan?🤩 
Salah satunya di Surabaya menggelar teatrikal “Manusia Terlilit Sampah Plastik” 😱
Waduh.. ternyata ga cuma teatrikal semata loh sobat Tera, melainkan ada makna dari realita sesungguhnya mengenai kondisi sampah era ini😥
Baca selengkapnya, link ada di bio ya💚

#harilingkunganhidupsedunia #manusiaterlilitsampahplastik #manusiaterlilitsampah #kampanyelingkunganhidup #kampanyelingkungan #harilingkunganhidup2023",Environment,POSITIVE
Cs3QaM6LsOL,"Tahukah kamu sobat laut????!🌊

Burung-burung kuhusunya burung di laut seringkali menjadi korban sampah yang dibuang manusia ke lautan yang dapat mengancam keselamatan mereka. 😢

Faktanya, sampah yang menumpuk dan berserakan di lingkungan dapat menarik burung untuk mencari makananannya di tumpukan sampah tersebut. Namun jika sampah tersebut berbahaya seperti plastik, kaca, atau logam, dapat mengakibatkan cedera atau bahkan kematian bagi burung yang mengonsumsinya. 😥

Tidak hanya berbahanya karena tertelan, burung juga dapat terjerat sampah seperti kantong plastik, tutup botol, jaring-jaring. sehingga membelenggu tubuh burung tersebut.

Sedihnya ya sobat laut, 😞 tetap jaga laut kita ya.. 

Photo Source: ***URL***

#sampahplastik #sampahplastiklaut #sampahlaut #sampah #manajemensampah #marinedebris #plasticwaste #marinedebris #bird #seabird #burunglaut #worldmigratorybirdday #pedulilingkungan #konservasi",Waste,NEGATIVE
CuZQZfqPyNE,"Yuk sahabat semua ""Tetap Jaga Bumi & Jangan Lupakan Bumi""

#ccfrontier #bahayaplastik #sampahplastik #sayapilihbumi #demibumi #bumi #bumikita #pemanasanglobal #perubahaniklim",Climate change,POSITIVE
CrfYbJ-h0Uu,"Kita hidup di dalam paradoks yang kompleks. Di satu sisi, kita membutuhkan sumber daya alam untuk memenuhi kebutuhan hidup kita, namun di sisi lain, kegiatan manusia juga mempercepat kerusakan lingkungan. Semakin banyak kegiatan manusia, semakin banyak limbah yang dihasilkan, semakin banyak polusi yang terjadi, dan semakin banyak spesies yang terancam kepunahan. Bagaimana menyikapi permasalah diatas, yuk simak postingan diatas!

#MitraHijauIndonesia 
#KonsultanLingkungan 
#LingkunganHidup
#ParadoksLingkungan
#HidupSehatHidupLingkungan
#BersihkanBumiKita
#BersihUntukSelamanya
#BumiAdalahRumahKita
#KonservasiAlam
#GerakanLingkungan
#PeduliLingkungan
#SustainableLiving
#Ekologis
#PerubahanIklim
#HutanKita
#PlastikMenghancurkanBumi
#AksiUntukLingkungan",Climate change,NEGATIVE
CqT3CUYy9w9,"Kamu juga wajib menerapkan core value yang satu ini 🤩

Salah satu core value dari AKHLAK BUMN, yakni harmonis. Ini penting untuk dimiliki dan diterapkan semua karyawan agar dapat membangun lingkungan kerja yang kondusif dan harmonis.

Kamu bisa mulai menerapkannya dengan saling peduli dan menghargai perbedaan serta menerapkan beberapa contoh lain seperti postingan di atas! 😉

#gaspipeline #pipelinesystem #gasalam #transgasindo #tgiindonesia #tgi #transportationgas #brightfuture #sumberenergi #gaspipingsystem #hematenergi #hematgasalam #emisikarbon #gasemisi",Energy,POSITIVE
BiivxXcjQnJ,"#SahabatSMI, kami menerima penghargaan dengan peringkat “Emas (Aditama)” untuk Kategori Perlindungan Lingkungan dari Direktorat Jenderal Mineral dan Batubara Kementerian ESDM. Penghargaan diserahkan oleh Direktur Jenderal Mineral dan Batubara, Bambang Gatot Ariyono dan diterima oleh Direktur Produksi Semen Indonesia, Benny Wendry, di Gedung Balai Kartini, Jakarta, Selasa (8/5). Keberhasilan tersebut bentuk komitmen Semen Indonesia dalam menerapkan industri hijau dilingkungan pekerjaan dan pengelolaan lingkungan tambang yang dilakukan berkelanjutan sehingga menghasilkan produk semen yang ramah lingkungan.

@***

#perlindunganlingkungan #dirjenminerba #kementerianesdm #UntukKualitas #UntukBumi #UntukIndonesia",Environment,POSITIVE
Cs5qvplu4YD,"POLUSI UDARA bukan hanya tentang kabut tebal yang terlihat di langit, tapi juga tentang ancaman serius terhadap kesehatan kita 😷

Mohammad Syaril, Juru Bicara Kementerian Kesehatan RI, telah menegaskan bahwa POLUSI UDARA yang buruk dapat meningkatkan risiko penyakit paru-paru seperti PPOK dan bahkan kanker paru. Duh, jadi khawatir, deh! Apalagi beberapa hari terakhir kualitas udara di Jakarta dan kawasan Bodetabek jelek banget 🫣

Yuk, sama-sama jaga kualitas udara sekitar kita dan kawal terus perjuangan CLS Koalisi IBUKOTA yang sekarang masuk tahap kasasi. Upayakan lingkungan yang segar supaya paru-paru kita bisa menghirup udara sehat 🫁✨

#SehatkanUdaraku #PolusiUdara #KementerianKesehatanRI #AirPollution",Pollution,NEGATIVE
CvW6eJRr_4y,"Jakarta berkabut? Ah ini sih polusi😱⁣
⁣
Kabut polusi udara Jakarta belakangan menjadi sorotan masyarakat. Tak hanya rasa sesak yang muncul ketika warga menghirup udara di luar rumah, risiko munculnya beragam masalah pernapasan juga menjadi kekhawatiran. Berikut kata ahli!⁣
⁣
#polusiudara #jakartapolusi #pencemaranudara #bahayapolusi #detikhealth",Pollution,NEGATIVE
CraHhMtr-XL,"[Komentar warga wargi 💭] Kata Belai tentang polusi udara: Polusi udara merupakan masalah kesehatan yang harusnya bisa dicegah. Kamu setuju juga? Tandatangani petisi di link bio kami ya!

#airpollution #polusiudara #air #krisisiklim #karenapolusi #Kalimantan #ExploreKalimantan #Kaltara #airpollution #polusiudara",Pollution,POSITIVE
CsTGcedJtH4,"Rekor panas terus bermunculan...
#perubahaniklim #panas",Climate change,NEGATIVE
CpMNKDeyuBV,"[DOKUMENTASI HARI PERTAMA: SEMINAR MCCCRH-INDONESIA NODE LAUNCH BERSAMA MONASH UNIVERSITY]

Halo Sobat SIEJ, 

Sekretaris Jenderal (Sekjen) SIEJ, Fira Abdurachman @***.abd memoderatori agenda SIEJ bersama Monash Climate Change Communication Research Hub (MCCCRH) Indonesia Node @*** dalam seminar dengan tema ""Membangun Literasi Perubahan Iklim di Indonesia"" pada 23 Februari 2023 lalu di Cisadane Room, Monash University, Indonesia. Green Office Park 9. BSD. Tangerang.

Seminar ini diselenggarakan untuk merefleksikan isu-isu lingkungan yang masih terjebak dalam diskusi politik, terkhusus menjelang pemiliu 2024 Indonesia. 

Dalam seminar ini, audines juga diajak untuk mengenal pendekatan baru, yang dianggap berhasil di Australia, dalam mengajak masyarakat untuk responsif menyikapi perubahan iklim. 

Berikut potret seminarnya. 

@***
#perubahaniklim
#aksiiklim #climateaction 
#MonashUniversity
#diskusilingkungan 
#jurnalislingkungan 
#SIEJ",Climate change,NEUTRAL
Ct_OSZLyGbI,"Merinding banget liat animasi kenaikan air laut ini 😖 

Bila tren kenaikan air laut ini terus berlanjut, jutaan rumah bisa tenggelam permanen dan bikin setidaknya 150 juta orang harus mengungsi pada 2050.

Serem ya? Makanya, kita harus terus ngedorong aksi nyata secara menyeluruh buat mitigasi dan adaptasi atas krisis iklim. 

Jangan sampai kita menyesal nanti karena menunda aksi iklim dan membiarkan pemerintah yang lambat bertanggung jawab!

#kenaikanmukaairlaut #abrasi #transisienergi #krisisiklim #bumibutuhaksi #aksiiklim #pukulmundurkrisisklim",Climate change,NEGATIVE
CtwFJY8ystV,"Begini cara pemerintah “meniup” polusi Jakarta.

Kementerian Lingkungan Hidup dan Kehutanan menyebut 70% sumber polusi DKI Jakarta dari asap kendaraan. Sisanya, berasal dari industri dan rumah tangga.

Sumber polusi itu menyebabkan fenomena street canyon. Ini adalah kondisi di mana asap kendaraan terperangkap di antara gedung-gedung tinggi perkotaaan.

Untuk menekan fenomena tersebut, pemerintah mendorong penggunaan kendaraan listrik. Hanya saja kebijakan ini dinilai efektif jika penetrasi kendaraan listrik sudah mencapai 30-40 persen.

Saat ini baru sekitar 20-30 ribu kendaraan listrik yang mengaspal di Indonesia.
Sementara, menurut data BPS, di Jakarta saja terdapat 26,3 juta kendaraan bermotor.

Apa saja jurus pemerintah “meniup” polusi Jakarta?

Selengkapnya dalam liputan khusus “Kepul Polusi Jakarta” hanya di kumparan.

📸: Dok. Adi Prabowo/kumparan, KLHK, Iqbal Firdaus/kumparan, Amrizal Papua/kumparan, Aditya Pratama Niagara/kumparan. 

#kumparanplus #lipsus #lipsuspolusi #timlipsus #carousel #collab #lipsuskumparan #polusi #jakarta #ibukota #kumparan",Pollution,NEGATIVE
Crxc3WmuyT4,"#ITSNews

Mahasiswa ITS Kembangkan Alat Daur Ulang Plastik Menjadi Bahan Bakar

Surabaya, 3 Mei 2023
Salah satu solusi mengatasi permasalahan sampah plastik adalah dengan menggunakan teknik pirolisis untuk mendaur ulang limbah menjadi bahan bakar. Melalui fokusan tersebut, Tim Fuchelia dari Institut Teknologi Sepuluh Nopember (ITS) tengah mengembangkan gagasan tepat guna melalui sebuah inovasi alat bernama Smart Reducer Gas Pyrolysis.

Salah seorang anggota Tim Fuchelia, Immanuel Nathanael Lumban Gaol menjelaskan, seiring berkembangnya industri pertanian, saat ini bahan bakar fosil masih menjadi pilihan utama sejumlah petani. Sedangkan, ketersediaannya semakin menipis hingga berdampak pada harga yang mahal. “Dengan itu, perlu adanya bahan bakar ramah lingkungan, seperti bahan bakar hasil pirolisis limbah plastik,” tuturnya.

Berdasarkan permasalahan tersebut, tim yang melibatkan tujuh mahasiswa Departemen Kimia ITS ini merancang teknologi tepat guna dengan teknik pirolisis limbah. Alat yang dirancang merupakan sebuah teknologi untuk mengubah limbah plastik menjadi bahan bakar minyak yang tersusun atas beberapa bagian, yaitu reaktor 18 liter, pipa penghubung, kondensor, dan penampung produk. 

Pemuda yang akrab disapa Nuel itu memaparkan, konsep pirolisis yang diterapkannya ini merupakan proses pemanasan bahan padat dalam keadaaan oksigen yang terbatas atau bahkan tanpa oksigen. “Alat yang kami kembangkan ini menggunakan plastik Polyethylene Terephthalate (PET) sebagai bahan baku dengan produk luarannya berupa minyak,” imbuhnya.

Simak berita selengkapnya di its.ac.id/news

#ITSCampus #ITSSurabaya #DaurUlang #Plastik #BahanBakar #Limbah",Waste,POSITIVE
Cq5Po_QpXCE,"Mencoba dibiasakan agar bisa terbiasa~

Kalau menurutmu gimana nih soal anak kecil yang kecanduan gadget?

#gadget #candu #anak #parenting #mengurangi #terbiasa #update #hipwee",Waste,NEUTRAL
CvCZPwrJNI4,"Biodiesel dapat mengurangi emisi gas rumah kaca hingga 60%, yang dapat membantu menanggulangi pemanasan global dan perubahan iklim. PT ExxonMobil Lubricants Indonesia (PT EMLI) menggelar seminar ""Menjawab Tantangan Implementasi dan Pengembangan Biodiesel di Sektor Pertambangan"" untuk memberikan informasi terkini terkait perkembangan biodiesel di Indonesia.

Seminar ini menghadirkan narasumber yang ahli dan berkompeten dalam memberikan pemaparan dan edukasi dalam memperkuat kolaborasi untuk mendukung mandatori penggunaan biodiesel di sektor pertambangan. 

Kegiatan ini diharapkan dapat memberikan manfaat dan dampak positif bagi para peserta yang hadir, dalam hal ini mengenai pengoperasian alat-alat berat yang dimiliki, sehingga menghasilkan efisiensi yang terbaik dalam menjalankan produktivitas yang tinggi.

Simak selengkapnya dengan cara mengunjungi link in bio

#marketingcoid #Biodiesel #Biofuel #PenghematanEnergi #EmisiGasRumahKaca #PemanasanGlobal #PerubahanIklim #PTExxonMobilLubricantsIndonesia #EMLILubricants #brand #indonesia #info #infomarketing #duniamarketing #Bisnis #ekonomi #marketing",Climate change,POSITIVE
Cr4zn6GxdRh,"Siapa bilang mengurangi cara memilah sampah itu-itu aja? Nih ada yang seru, namanya Upcycle!

Singkatnya, upcycle mengolah sampah menjadi barang yang memiliki fungsi baru serta memiliki nilai yang lebih baik dibanding fungsi awalnya.

Yuk, jadi #GeneraiPilahSampah yang keren dengan upcycle!

#jangjo #jangjoindonesia #daurulang #wastemanagement #generasipilahsampah #pilahsampah #upcycle #startupsampah #belajardaurulang #pedulilingkungan",Waste,POSITIVE
Cu9PsOBSwbU,"Teman-teman, sebagai warga 🇮🇩 Indonesia— negara maritim yang punya banyak pulau 🏝️ dan kaya sumber daya lautnya 🦑, seharusnya kita dapat lebih bijak dalam membatasi pemakaian plastik sekali pakai.

Karena dampak dari penggunaan plastik sekali pakai sudah sangat terasa: 🥤 sampah tidak terurai, 🌊 laut tercemar, dan mikroplastik semakin banyak ditemukan di makanan laut kita 🐟.

Maka dari itu, teman-teman NGO dan para volunteer tidak kenal lelah dalam mengadakan #PawaiBebasPlastik tahunan ini 🗣️ untuk menyuarakan akibat negatif dari penggunaan plastik yang tidak bertanggung jawab! 👎🏼

Yuk ikut dan sama-sama kita serukan #TolakSekaliPakai ✊🏼 di Pawai Bebas Plastik 2023!

🗓️ Minggu, 30 July 2023 
📍 Jakarta Car Free Day

(Tungguin info selengkapnya dari Nawa ya! 🙌🏼)

_____

👉 Tonton full version video Pawai Bebas Plastik sebelumnya di Youtube channel kita! (Link in bio)

👉 Game bertema laut Indonesia @*** bisa kamu download di STEAM, ITCH.IO, dan GOG.com!

👉 Check koleksi merchandise kita, available on Shopee & Tokopedia!

#plasticfreejuly #recap #pawai #stopsingleuseplastic #plasticfree #bebasplastik #plastik #mikroplastik #microplastic #ecofriendly #gerakan #aksinyata #selamatkan #bumi #jakarta #carfreeday #socialimpact #breakfreefromplastic #polusi #environmental",Pollution,POSITIVE
